SAT,GPA,Projects,Community,Income,Perf,Pred
1390,2.91,1,10,65100,Medium,Medium
1250,2.93,2,5,42700,Low,Low
1060,2.46,3,0,47400,Medium,Medium
1280,2.18,2,0,54300,Medium,Medium
1170,2.5,0,10,53100,Low,Low
1070,2.29,0,0,68900,Low,Low
1150,3.15,3,5,50400,High,High
1060,3.12,1,20,49800,High,High
1070,2.81,4,0,57300,High,High
1040,2.71,1,10,61300,Medium,Medium
1300,2.23,0,0,35600,Medium,Medium
1170,2.62,0,10,49500,High,High
1000,2.92,1,0,41800,Medium,Medium
1220,2.91,1,0,63200,Medium,Medium
1250,2.23,1,0,57100,Low,Low
1310,2.82,0,0,37700,Medium,Low
1170,2.67,2,0,39400,High,High
1140,2.73,0,10,57500,Medium,High
1140,2.82,1,0,43200,Low,Low
1170,2.59,1,5,33700,Medium,Low
1130,2.54,0,5,45700,Medium,Medium
1150,3.22,0,0,40900,Low,Low
1200,2.8,0,10,55400,Low,Low
1260,2.41,1,5,46500,Low,Low
1210,3.02,0,0,45100,Low,Low
1200,2.43,1,20,51800,Low,Medium
1120,2.46,3,5,56500,Medium,Medium
1090,2.25,3,0,50400,Low,Low
1140,3.49,0,10,38400,High,High
1190,2.72,0,5,31400,Medium,Medium
1170,2.81,1,0,58900,Medium,Medium
1080,3.23,0,0,54100,Medium,Medium
1260,2.61,2,15,61800,Medium,Medium
1100,2.59,0,5,54600,Medium,Medium
1220,2.38,2,10,43600,Medium,Medium
1090,3.04,2,0,34100,Low,Low
1340,2.65,1,5,62600,Low,Low
1170,2.71,0,0,43000,Low,Low
1240,2.48,0,0,26300,Low,Low
1250,2.77,0,0,49900,Medium,Medium
950,3.36,1,15,48300,Medium,Medium
1070,2.52,0,5,43200,Medium,Medium
1250,2.37,1,10,54800,Medium,Medium
1370,3.35,1,0,49100,Medium,Medium
1250,2.55,2,0,54900,Medium,Medium
1260,3.04,0,0,38200,Medium,Low
990,3.3,1,5,67700,High,High
1170,2.36,1,0,41000,Medium,Medium
1170,2.57,0,5,30700,Medium,Low
1170,2.41,0,5,41100,Medium,Medium
1170,2.9,0,5,49700,Medium,Medium
1130,2.65,0,5,32600,Medium,Medium
1170,2.66,2,5,34700,Medium,Low
1130,2.34,0,0,30700,Low,Low
1320,2.76,1,0,54500,Medium,Low
1210,3.29,2,5,43400,Low,Low
1300,2.12,0,10,45800,Low,Low
1250,2.57,0,0,43700,Medium,Medium
1240,3.09,2,0,36800,Medium,Medium
1300,2.88,2,5,44100,Medium,Medium
1280,3.11,2,0,33000,Medium,Medium
1320,2.85,0,10,25800,Medium,High
1190,2.37,1,5,38700,Medium,Medium
1190,2.75,3,15,43300,Medium,Medium
1250,2.74,3,10,66300,Low,Low
1250,2.93,0,10,44200,Medium,Medium
1260,3.05,0,0,47000,Low,Low
1150,2.28,2,5,35100,Low,Low
1280,3.12,2,5,45500,Low,Low
1210,3.28,1,0,48900,Medium,Medium
1290,2.76,3,5,44900,Low,Medium
1240,2.93,2,10,51400,Medium,Low
1190,2.81,1,0,48300,Medium,Medium
1230,2.96,4,0,50400,High,Low
1150,3.07,1,5,55400,High,High
1030,2.87,4,15,57500,High,High
1290,2.64,0,5,44700,Medium,Medium
1290,2.59,0,0,34600,Medium,Medium
1130,3.15,2,0,54800,Low,Low
1160,2.8,1,5,42100,Medium,Medium
1220,2.48,4,0,31700,Medium,Low
1030,3.01,0,15,36600,Medium,Medium
1100,2.52,1,5,47000,Medium,Medium
1060,2.8,0,0,41100,Medium,Medium
1290,3.14,2,10,49100,Medium,Medium
1370,3.16,2,10,53300,Low,Low
1220,3.22,2,10,52000,Medium,Medium
1200,2.88,1,5,39500,Medium,Medium
1290,2.85,1,5,34000,Medium,Medium
1250,2.44,2,15,49000,Medium,Medium
1140,2.68,2,15,61600,Low,Low
1180,2.77,2,0,54900,Medium,Medium
1260,3.12,1,0,35600,Medium,Medium
1110,2.34,0,0,37900,Medium,Medium
1180,3.14,2,5,50700,Medium,High
1050,3.09,3,5,39500,High,High
1090,2.55,2,5,42400,Low,Low
1100,2.43,0,5,51600,Low,Low
1250,2.58,3,5,52500,Low,Low
1170,2.5,1,0,51900,Medium,Medium
1100,2.75,1,0,64000,Low,Low
1160,2.86,1,5,61700,Medium,Medium
1000,2.13,2,5,43700,Low,Low
1350,2.61,0,0,48400,Medium,Medium
1270,2.38,2,10,53200,Low,Low
1130,2.31,2,0,42900,Low,Low
1480,2.73,0,20,51100,Medium,Medium
1270,2.36,0,10,36900,Medium,Medium
1200,2.3,0,0,35300,Low,Low
1340,2.45,0,5,36900,High,High
1330,3.11,0,5,34400,Low,Low
1170,2.49,1,5,35000,High,High
1230,3.03,2,5,29700,Medium,Medium
1160,2.91,1,0,44000,Medium,Medium
1180,3.09,0,15,46400,Medium,Medium
1240,2.32,2,0,51100,Medium,Medium
1290,2.69,3,20,42600,Medium,Low
1130,3,0,0,42200,Medium,Medium
970,2.08,0,0,62800,Low,Low
1100,2.19,0,0,38300,Low,Low
1300,2.77,0,5,39500,Medium,Medium
1250,2.66,0,10,57800,High,High
1080,2.52,3,5,54200,Low,Low
1160,2.78,2,5,37500,Medium,Medium
1170,2.72,4,15,47700,High,High
1060,2.93,2,10,40700,Low,Low
1070,2.76,0,0,44700,Medium,Medium
1110,2.92,0,10,27400,Low,Low
1090,3.23,1,5,41700,Medium,Medium
1050,3.01,2,5,28800,High,High
1180,3.1,2,10,33000,Low,Low
1120,2.47,1,0,57100,High,Low
1170,2.93,2,0,49900,High,High
1130,2.47,3,0,29000,Medium,Medium
970,3.11,0,5,35900,High,High
1140,2.29,2,5,53100,Medium,Medium
1250,2.83,0,10,25800,Medium,Low
1200,2.64,0,10,71000,Medium,Medium
1290,2.88,1,5,36900,Medium,Medium
1240,2.71,0,5,45300,Medium,High
1220,2.53,1,0,43000,Low,Low
1110,2.45,3,15,39600,High,High
1230,3.25,3,10,46800,High,Medium
1190,2.31,2,15,36700,Medium,Medium
1320,2.46,1,0,54500,Low,Low
1120,2.47,0,5,57200,High,Medium
1580,3.06,1,10,40400,High,High
1180,2.77,1,0,42000,Low,Low
1000,2.64,3,5,41900,Medium,Medium
1260,2.97,2,15,36800,Medium,Medium
1320,3.15,0,5,50900,Low,Low
1280,2.95,0,0,29300,Medium,Medium
1250,3.1,1,0,55700,High,High
1140,2.94,2,5,50300,Medium,Medium
1180,2.58,0,15,49300,Medium,Medium
1110,2.23,0,10,32100,Medium,Medium
1110,3.02,2,10,28500,High,High
1310,2.39,0,5,43000,Low,Low
1330,2.75,0,10,46300,Medium,Low
1150,2.8,1,20,29300,Low,Low
1100,2.47,1,0,38900,Medium,Medium
1130,2.42,0,0,52700,Medium,Medium
1220,2.84,1,5,64100,Medium,High
1320,2.59,1,15,53400,High,High
1290,3.07,1,5,38500,Low,Low
1180,3.18,1,5,66700,Medium,Medium
1170,2.6,0,5,53400,Medium,High
1010,2.82,1,0,41000,Low,Low
1320,2.64,2,5,42200,Medium,High
1150,3.21,3,10,62200,High,Low
1160,2.87,1,0,42200,Low,Low
1060,2.54,0,5,54900,Medium,Medium
1420,2.74,2,15,34200,High,High
1240,2.89,1,5,50100,Low,High
1210,2.49,0,10,43200,Low,Low
1120,2.5,1,0,48600,Low,Low
1180,2.71,4,5,35400,High,High
1230,2.91,0,0,40700,Low,High
1140,3.14,0,0,56400,Low,Low
1180,3.22,0,5,46400,Low,Low
1300,3.13,0,10,24300,Low,Medium
1150,2.74,0,0,25200,Low,Low
1280,3.06,1,15,55300,Medium,Medium
1220,2.68,0,5,37200,High,High
1300,2.41,3,5,55100,Low,Low
1140,2.39,0,0,40800,High,Low
1130,2.35,1,10,49800,Low,Low
1190,3,2,10,35400,High,High
1280,3.4,0,5,57100,Low,Low
1260,2.73,2,5,61900,Low,Medium
1040,2.72,1,0,49500,Low,Low
1240,3.1,2,0,39800,Medium,Medium
1270,3.05,0,5,44200,Medium,Medium
960,2.93,3,0,68600,Low,Low
1200,3.42,0,5,68000,Medium,Medium
1150,2.59,1,0,52800,Medium,Medium
1080,3.34,2,5,63800,Low,Low
1190,3.11,0,0,38800,Medium,Medium
1150,2.76,2,10,29900,Low,Low
1170,2.72,0,0,66300,Medium,Medium
1130,3.31,4,5,51000,High,High
1150,2.61,0,10,46900,Medium,Medium
1110,2.52,2,0,46700,Medium,Medium
1130,2.7,0,0,45500,Medium,Medium
1250,2.5,0,5,58600,Medium,Medium
1160,2.97,0,10,31000,Low,Low
1220,2.92,1,0,56300,Low,Low
1380,2.74,3,5,37300,Low,Low
1270,2.51,2,0,62300,Medium,Medium
1100,3.3,1,10,42000,High,High
1120,2.59,0,10,46100,Low,Low
1260,2.94,0,0,48900,Medium,Medium
1200,2.01,0,0,45100,Low,Low
1120,2.59,0,0,31100,Medium,Medium
1230,2.32,3,0,33500,High,High
1020,2.78,0,0,51600,Medium,Low
1190,1.82,2,5,37900,Medium,Low
1290,2.83,1,5,28700,Medium,Medium
1190,2.89,0,0,41500,Medium,Medium
1290,3.24,0,5,37400,High,High
1210,2.95,1,0,54500,Medium,Low
1190,2.88,2,5,59900,Medium,Medium
1060,2.15,2,20,42500,Medium,Medium
1270,2.13,1,0,40800,Low,Low
1180,2.36,1,0,39800,Low,Low
990,2.59,4,5,59600,High,High
1400,2.24,0,0,32400,Low,Low
1330,2.58,1,0,40600,Medium,High
1110,3.25,0,5,50500,Low,Medium
1020,2.93,1,0,50400,High,High
1190,2.97,0,0,50000,Medium,Medium
1170,2.43,1,5,38200,Low,Low
1350,2.59,0,15,30800,Medium,Medium
1210,2.44,0,10,61000,Medium,Low
1150,2.87,3,10,41700,Medium,Medium
1200,2.65,0,5,56100,Medium,Medium
1230,2.82,1,0,53000,Medium,Medium
1200,2.42,1,0,49000,Medium,Low
1280,2.89,0,5,56500,Medium,Medium
1210,2.94,2,5,44100,Medium,Medium
1160,2.56,1,10,34300,Low,Low
1070,2.97,0,0,48000,Low,Low
1040,3.06,0,0,53900,Low,Low
1210,2.95,1,5,37500,Low,Low
1070,2.71,3,5,37200,Medium,Medium
1240,2.48,0,10,58400,Low,Low
1160,3.09,0,15,27800,Medium,Medium
1290,2.79,0,0,42400,Low,Low
1220,2.75,1,0,25800,Low,Low
1100,2.69,0,10,31800,Medium,Medium
1160,2.83,1,5,44000,High,Low
1170,2.28,1,10,38200,Low,Low
1190,2.89,4,0,36000,High,High
1310,2.52,2,0,48700,Medium,Medium
1370,3.07,3,0,14500,High,Low
1260,2.55,0,0,44400,Low,Low
1270,2.68,0,0,36800,Medium,Medium
1250,2.96,0,0,46600,Low,Low
1470,2.64,1,0,45200,Low,High
1010,3.02,2,5,27900,Medium,Medium
1230,2.69,2,0,49800,High,Medium
1100,2.96,2,5,47800,Medium,Medium
1200,2.65,1,15,60700,Low,Low
1360,3.54,2,10,30100,High,High
1160,2.74,0,0,47100,Low,Low
1200,2.53,1,0,40900,Low,Medium
1070,3,2,0,50200,Medium,Medium
1150,3.04,1,5,45800,Medium,Medium
1450,2.82,2,0,39900,High,High
1280,2.4,0,0,54200,Medium,Medium
1210,2.54,3,0,34000,Medium,Medium
1230,2.89,1,10,43000,Medium,Medium
1130,2.91,2,0,48200,Low,High
1220,2.33,1,0,45200,Medium,Medium
1170,3.11,0,10,47400,Medium,Medium
1240,2.52,1,0,68900,Low,Medium
1310,2.95,1,0,41100,Medium,Medium
1120,3,1,0,45800,Low,Low
990,2.78,1,0,58900,Low,Low
1210,2.96,0,10,46600,Medium,Medium
1170,3.17,3,0,42200,High,High
1290,3.23,1,10,45400,Medium,Medium
1240,3.33,1,5,63100,Medium,Medium
1180,2.35,2,0,42000,Low,Low
1320,2.42,2,10,54200,Medium,Medium
1250,2.62,0,10,51200,Medium,Medium
1100,2.87,2,0,51200,Medium,Medium
1140,2.95,2,5,48600,Medium,Medium
1200,2.75,0,15,48800,Medium,Medium
1320,2.43,0,5,52100,High,High
1320,2.16,0,5,48500,High,High
1170,3.03,0,0,54600,Medium,Medium
1060,3.03,3,5,52700,High,High
1150,3.3,2,10,49400,Low,Low
1210,2.85,0,5,31800,Medium,Medium
1140,2.59,1,0,39300,High,High
1150,3.29,0,10,36100,Medium,Medium
1110,2.78,3,0,49800,Medium,Medium
1230,3.43,0,10,51200,Low,Low
1280,3.3,4,10,33300,High,High
1140,3.32,2,5,47400,Medium,Medium
1020,2.96,0,0,46800,Low,Low
1190,2.85,1,10,34700,High,Low
1150,3.2,0,5,55800,Medium,Medium
1010,3.12,2,0,40400,High,High
1250,2.2,1,0,43100,Low,Medium
1290,2.58,0,5,59800,Medium,Medium
1310,2.99,0,5,58200,Medium,Medium
1170,2.53,0,5,44400,Medium,Medium
1230,2.7,2,5,38800,Medium,Medium
1230,2.7,2,0,53300,Low,Low
1130,2.66,2,0,39600,Low,Low
1090,3.03,0,5,39200,Medium,Medium
1050,2.94,2,0,37000,Medium,Medium
1060,2.68,1,10,40500,Low,Low
1160,2.69,0,10,56800,Medium,Medium
1270,2.55,0,10,31000,Medium,Medium
1030,3.05,1,0,41900,Medium,Medium
1230,2.41,1,0,40700,Medium,Medium
1320,2.81,1,0,43400,Medium,Medium
1120,2.66,3,10,21900,Low,Medium
1170,2.88,2,10,42600,Medium,High
1460,2.9,1,0,39200,Medium,Medium
1120,2.87,0,5,46800,Low,Low
1380,2.63,2,0,42600,Medium,Medium
1310,3.33,1,5,61800,Medium,Low
1130,3.19,0,5,29200,Medium,Medium
1300,2.52,0,0,35800,Low,Low
1140,2.71,2,10,29200,Low,Low
1250,2.47,0,5,58000,Low,Low
1070,2.42,1,10,58300,High,High
1150,2.64,0,0,48100,Medium,Low
1220,2.54,0,5,39100,Low,Low
1240,2.91,2,0,35000,Low,Low
1220,2.32,1,10,36500,Low,Low
1270,2.19,0,10,38200,Low,Low
1180,2.75,1,0,38300,Medium,Medium
1150,3.15,1,0,48900,Medium,Medium
1260,2.7,0,5,41000,High,Medium
1290,2.75,0,5,59100,Low,Low
1130,3.41,3,5,51500,High,High
1180,2.3,1,5,61400,Low,Low
1230,3.16,1,0,45400,High,High
1230,2.8,0,20,40300,Medium,Medium
1080,2.32,2,5,56400,Medium,Medium
1150,2.74,2,10,33400,Medium,Medium
1130,2.28,2,0,66300,Medium,Medium
1290,3.02,3,10,38600,High,Low
1110,3.24,2,15,59100,Medium,Medium
1090,2.54,2,10,27700,Medium,Medium
1290,2.24,2,5,45600,High,High
1150,2.94,0,5,29800,Low,Low
1380,2.65,0,20,60000,Medium,Medium
1330,2.9,2,5,36400,Low,Low
1240,2.75,2,5,45400,Low,Low
1150,2.29,2,5,41500,Low,Low
1120,3.49,1,5,43800,Medium,Medium
1160,2.31,0,5,26800,Medium,Medium
1170,2.85,0,0,48300,Low,Low
1020,3.08,1,5,55300,Medium,Medium
1280,3.18,1,15,42300,Medium,Low
1250,2.69,2,0,57500,Low,High
1270,2.87,0,0,69500,Medium,Medium
1180,3.5,0,10,60100,Medium,Medium
1200,2.93,0,5,46600,Medium,Medium
1260,2.58,0,5,42600,Low,Low
1090,3.06,0,5,40800,Low,Low
1200,2.68,0,0,48400,Low,Low
1270,2.71,0,0,44000,High,High
1400,2.43,1,0,42000,Low,Low
1140,2.57,3,0,43300,Medium,Medium
1120,3.04,1,0,38900,Medium,High
1280,3.13,2,5,55100,Low,Low
1330,2.6,1,0,55300,High,High
1140,2.67,1,0,49900,Low,Low
1080,2.64,0,15,62100,Low,Low
1220,2.99,1,0,41400,Low,Low
1310,2.2,0,0,26300,Low,High
1040,2.84,3,5,61500,Medium,Low
1170,2.72,0,0,27600,Medium,Medium
1270,3.17,1,15,52500,Medium,Medium
1300,2.9,1,15,52900,Medium,Medium
1410,2.48,0,10,51200,Low,Low
1130,2.4,2,5,46400,Medium,Medium
1100,2.19,0,10,56600,Low,High
1180,2.93,0,5,53900,Medium,Medium
1170,2.47,0,5,48400,Low,High
1310,2.51,0,10,45100,Medium,Medium
1390,2.77,0,5,41600,Low,Low
1180,2.5,0,10,54400,Low,Medium
1310,2.47,1,5,37400,High,High
1170,2.51,2,10,61300,High,High
1250,2.88,3,15,38300,Medium,Medium
1060,2.93,0,10,42300,Medium,Medium
1100,2.75,0,10,26900,Medium,Medium
1080,2.55,2,5,41800,Low,Low
1030,2.75,3,5,31800,Low,Low
1200,2.74,1,0,41800,Low,Medium
1320,2.55,0,0,42200,Medium,Medium
1310,2.69,0,0,51200,High,High
1300,3.29,1,0,59500,High,High
1300,2.63,2,5,50300,High,High
1120,2.57,0,5,34900,Medium,Medium
1070,2.85,1,5,38600,Medium,Medium
1190,2.84,2,5,64400,Medium,Medium
1410,2.69,2,10,45800,High,High
1330,2.59,0,10,51400,Medium,Medium
1330,2.89,1,5,40700,High,High
1200,2.67,0,0,55500,High,High
1170,2.68,3,5,50100,Medium,Medium
1050,2.61,3,0,41500,Medium,Medium
1320,3.28,3,5,30100,High,High
1030,2.86,0,5,47000,Medium,Medium
1150,3.58,1,10,54700,Medium,Medium
1330,2.65,1,5,36600,High,High
1160,2.76,0,5,40900,Medium,Low
1040,2.52,0,5,43200,Medium,Medium
1130,2.72,3,5,52900,Medium,Medium
1320,3.18,0,15,38200,Low,Low
1220,2.88,0,10,42600,Medium,High
1230,2.74,0,10,32700,Medium,Medium
1250,3.29,2,15,47500,Medium,Medium
1070,1.93,1,0,37000,Low,Low
1210,2.46,1,15,56900,Low,Low
1070,2.53,2,5,56800,Medium,Medium
1300,2.86,2,20,62600,Low,High
1270,2.46,1,0,41000,Low,Low
1190,3.18,0,5,34900,Low,Low
1200,2.7,1,0,36500,Medium,Medium
1250,3.25,1,0,48500,Medium,Medium
1310,2.84,0,0,61400,Medium,Medium
1360,2.6,2,0,59500,High,High
1240,2.79,2,0,54700,Medium,Medium
1160,2.55,0,15,48200,Low,Low
1190,2.68,0,0,54400,Low,Low
1060,2.47,2,5,43000,High,High
1210,2.82,0,20,60000,Low,Low
1050,2.62,1,5,61800,Medium,Medium
1320,2.37,0,5,55600,Low,Low
1320,2.67,0,20,65900,Medium,Medium
1080,2.8,3,0,48700,Low,Low
1040,2.97,2,10,48100,Low,Low
1220,3.12,3,15,47900,High,Medium
1290,2.59,0,0,37900,Medium,Medium
1150,2.67,0,0,54300,Low,Low
1110,2.85,2,0,61800,Low,Low
1030,2.71,1,10,60000,Medium,Medium
1210,2.84,0,0,50000,High,High
1360,2.33,1,5,33400,High,High
1130,2.91,1,0,47000,Low,Low
1190,2.76,0,5,38900,Low,Medium
1050,2.67,1,15,49000,Medium,Medium
1350,2.51,2,5,38600,Medium,Medium
1320,2.84,0,5,22800,Medium,Medium
950,2.82,3,0,49600,Low,Low
1080,2.77,1,0,48600,Medium,High
1090,2.72,1,0,46400,Medium,Medium
1140,3.26,0,10,39500,Low,Low
1190,2.88,0,10,43400,Medium,Medium
1210,2.51,1,0,55500,High,High
970,2.48,0,5,47400,High,High
1320,3.32,0,10,32500,Medium,Medium
1090,2.61,0,5,45800,Medium,Medium
1260,2.53,1,0,40800,Medium,Medium
1170,3.35,2,5,37900,Medium,Medium
1200,2.97,3,0,68400,Medium,Medium
1260,2.51,1,5,59100,Medium,Medium
1200,2.41,0,0,42300,Medium,Medium
1150,2.25,0,10,61000,Medium,High
1100,2.85,0,5,49700,Medium,Medium
1040,2.59,1,5,71000,Low,Low
1300,2.56,0,5,42500,Medium,Medium
1170,2.59,1,0,57500,Medium,Medium
1340,2.7,0,15,40900,Medium,Medium
1170,2.85,1,0,43700,Medium,Medium
1250,3.1,0,0,47400,Low,Low
1040,2.5,1,10,47500,Low,Low
1160,2.92,0,0,41800,Low,Low
1170,2.59,1,0,52500,Medium,Medium
1210,2.27,2,20,44500,Medium,Medium
1260,2.2,2,5,50100,Medium,Medium
1070,2.72,1,0,45700,Low,Low
1190,2.53,2,5,55400,Low,Low
1170,2.99,1,0,61500,High,High
1320,3.03,0,0,53300,Medium,Medium
1300,2.3,0,10,41800,Low,Low
1320,2.72,2,5,43800,Medium,Medium
1130,2.03,1,10,54400,Low,Low
1300,2.71,0,0,44300,Medium,Medium
1170,2.78,3,0,51400,Low,Low
1180,2.78,1,15,36300,Medium,Medium
1030,2.93,1,0,30200,Low,Low
1120,2.48,1,0,46600,Low,Low
1040,2.75,0,0,37200,Medium,Medium
1150,2.94,0,15,35900,Low,Low
1320,2.55,0,5,47300,Medium,Medium
1220,2.61,1,0,39500,Medium,Medium
1120,3.38,0,0,52200,Low,Low
1110,2.94,2,0,40100,Medium,Medium
1200,2.82,2,10,62300,Medium,Medium
1140,3.35,0,5,55300,Medium,Medium
1100,2.8,0,10,43400,Medium,High
1260,2.68,0,5,64300,Medium,Medium
1050,3.25,1,10,43800,Low,High
1050,3.05,0,0,61300,Medium,Medium
1290,3.11,1,0,39300,Low,Low
1190,2.63,2,0,55800,Low,Low
1280,2.76,0,0,41400,Medium,Low
1330,3.11,0,10,42900,Medium,Medium
1290,2.15,2,0,46700,Medium,Medium
1180,3.04,0,15,37400,High,High
910,2.62,0,0,36700,Low,Low
1020,2.98,0,5,51100,Medium,Medium
1170,3.08,1,10,56800,Medium,Medium
1210,3.15,2,0,44500,Medium,Medium
1270,2.85,0,10,39500,Medium,Medium
1010,2.51,2,0,40000,Medium,Medium
1240,3.12,1,5,23700,Medium,Medium
1330,2.44,0,5,35300,Low,Low
1070,2.53,0,5,54100,Medium,High
1170,2.84,0,5,58900,Medium,Medium
1310,2.72,1,0,50400,Medium,Medium
1170,3.09,0,0,53500,Medium,Medium
1250,2.73,0,0,49900,Medium,Medium
1300,2.86,0,5,58700,Medium,Medium
1250,2.43,0,0,49800,Low,Medium
1340,2.59,1,10,59800,Low,Low
1290,2.62,0,5,21300,Medium,Medium
1040,3.15,1,0,34900,High,High
1220,2.36,0,0,46000,Medium,Medium
1170,2.81,1,15,67600,Medium,Medium
1200,2.21,1,10,36300,Low,Low
1280,2.46,2,0,59600,Medium,Medium
1350,2.15,1,15,44800,Medium,Low
1270,2.03,1,0,40100,Low,Low
1360,2.16,0,0,53600,Low,Medium
1230,2.94,4,0,33200,High,High
1250,2.96,2,5,52400,Medium,Medium
1120,2.67,0,5,35900,Medium,Medium
1100,2.69,3,0,58400,High,High
1170,2.28,0,0,42300,Low,High
1100,3.6,4,20,45400,High,High
1270,3.43,0,0,49800,Medium,Medium
1130,3.1,1,5,30300,Medium,Medium
1290,2.6,4,5,58700,High,High
1140,2.52,0,0,56300,Medium,Medium
1240,3.11,1,5,54300,Medium,Medium
970,2.36,1,10,48400,Low,Low
1260,2.23,0,10,56500,Low,Low
1410,2.6,3,15,26500,High,High
1210,2.54,2,0,40100,Low,Low
1220,2.92,2,15,47300,Medium,High
1090,2.85,0,5,40100,Low,Medium
1230,3.18,0,5,44200,Low,Low
1140,2.57,1,0,49600,Low,Low
1220,3.09,0,0,47200,Low,Low
1280,2.8,2,0,30400,Low,Low
1090,2.45,0,5,49300,Medium,Medium
1120,2.73,0,5,46800,Medium,Medium
1360,2.64,1,0,52000,Medium,Medium
1280,2.65,1,5,28800,High,High
1090,2.74,0,0,59300,Medium,Medium
1370,3.07,1,15,44600,High,Low
1300,2.65,1,10,33600,Low,Low
1330,2.49,0,5,32100,Medium,Medium
1060,2.79,0,10,44700,Medium,Medium
1320,2.89,0,0,38500,Medium,Medium
1130,3.28,0,5,53300,Low,Low
1260,3,0,0,51500,Medium,Medium
1170,3.05,0,0,67200,Low,Low
1250,2.85,2,0,60600,Low,Low
1240,2.51,2,5,55400,Medium,Medium
1190,2.38,1,10,33600,Low,Low
1220,2.93,1,0,47700,High,High
1240,2.95,2,0,38300,Medium,Medium
1210,2.06,0,0,61300,Low,Low
1070,3.1,0,0,21000,Medium,Medium
1290,3.34,0,0,46700,Medium,High
910,2.27,1,5,59900,Low,Low
1160,3,0,5,35600,Medium,Medium
1270,2.98,0,0,35500,High,High
1250,2.5,0,0,51800,High,High
1170,2.62,1,0,70400,Medium,Medium
1330,3.11,2,10,51300,Low,Low
1230,2.72,0,0,57900,Medium,Medium
1180,2.6,1,5,35500,Medium,Medium
1210,3.12,1,0,45500,Low,Low
1260,2.95,1,5,57100,Medium,Medium
1230,2.93,0,0,58600,Low,Low
1200,2.73,3,5,51500,Low,High
1350,2.96,0,0,46000,Low,Low
1190,2.36,1,5,41900,Medium,Medium
1320,2.84,1,10,39100,Low,Low
1050,2.91,0,5,46700,Medium,Medium
1160,2.51,1,5,39700,Medium,Medium
960,3.11,0,20,30900,Low,Low
1180,2.67,0,5,52300,Medium,Medium
970,2.66,1,15,44400,Medium,Medium
1190,2.23,0,0,59600,Medium,Medium
1260,2.43,0,10,42000,Medium,High
1370,2.42,0,10,33700,Low,Low
1150,2.35,3,0,35500,Medium,Medium
1280,2.73,2,0,21200,Low,Low
1090,3.16,2,0,54600,High,High
1080,2.49,2,10,54900,Medium,Medium
1240,3.29,2,15,47800,Low,Low
1050,2.38,1,5,56000,Low,Low
1200,3.34,0,0,41100,High,High
1280,2.2,3,0,54100,Medium,Medium
1210,2.95,0,0,57000,Low,Low
1350,3.03,0,0,33800,High,High
1050,2.94,1,0,41100,Medium,Medium
1180,2.87,2,10,41400,Medium,Medium
1210,2.37,0,0,55100,Low,High
1240,2.31,0,5,41400,Low,Low
1170,2.34,0,0,47000,Medium,Medium
1100,2.62,0,0,34600,High,High
1290,2.41,0,5,60600,Medium,High
1080,2.67,1,5,40100,High,Medium
1290,2.62,2,0,58600,Low,Low
1160,2.88,1,5,55400,Medium,Medium
1240,2.88,0,0,56900,Low,Low
1150,2.87,1,0,34800,Low,High
1140,2.55,0,5,36800,Medium,Low
1250,3.04,0,0,65000,Medium,Medium
1090,2.68,0,0,53100,Medium,High
1040,3.02,2,5,43700,Medium,Medium
1130,2.58,1,0,45900,Medium,Medium
1020,3.12,0,10,54000,Medium,Medium
1210,2.64,0,0,57300,Low,Low
1280,2.96,1,5,38700,Low,Low
1140,3.08,2,0,33500,Medium,Medium
1240,2.39,2,5,52400,Low,Low
1200,2.83,2,0,39200,Low,Low
1250,3.08,0,10,47200,Low,Low
1260,3.33,1,0,50900,Medium,Medium
1060,2.57,0,10,35200,Medium,Medium
1300,2.38,1,5,50400,High,High
1300,2.39,1,10,38000,Low,Low
1170,3.15,2,20,41300,Medium,Medium
1250,2.83,1,10,72300,Low,Medium
1030,2.6,1,0,53400,High,High
1180,2.43,0,5,61700,Medium,Medium
1100,2.62,0,5,47900,Medium,High
1200,2.91,3,0,29800,Medium,Low
1050,2.52,0,0,46200,Medium,Medium
1240,2.39,2,5,65800,Low,Low
1130,2.79,1,0,67700,High,High
1210,2.98,1,10,44300,Low,Low
1240,2.33,1,10,53300,Medium,Medium
1360,3.37,1,15,41200,Medium,Low
1190,2.56,3,15,30800,Medium,Medium
1310,2.95,1,5,54500,Medium,Medium
1100,3.32,0,20,46000,Low,Low
1060,2.92,2,0,47100,Low,Low
1280,2.68,1,5,39000,Medium,Medium
1220,2.74,2,10,47900,Medium,Medium
1330,2.73,1,0,63200,High,High
1080,2.68,3,5,31600,Low,Low
1170,2.91,2,5,62500,Low,High
1260,2.83,1,5,51700,Medium,Medium
1300,1.97,0,5,49500,Medium,Medium
1360,2.75,2,0,55500,Medium,Low
1160,2.6,1,0,42200,Medium,Medium
1200,2.69,0,10,71700,Medium,Medium
1120,2.86,0,15,38600,Medium,Medium
1310,2.57,1,10,59600,Low,Low
1200,2.52,1,10,45600,Low,Low
1140,2.31,2,0,41500,Medium,Medium
1100,2.52,1,15,45100,Medium,Medium
1180,3.03,2,0,54700,Low,Low
1020,3.07,1,0,53600,Medium,Medium
1190,2.91,0,5,45800,Medium,Medium
1140,2.8,1,0,25400,Low,Low
1120,2.75,3,0,40300,Medium,Medium
1200,2.66,3,10,49200,Medium,Low
1150,2.91,1,5,48700,Medium,Medium
