Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,Avgwg
8608,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,351,522,7588831,21620.60114
8609,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,5231,8578,127310689,24337.73447
8610,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,15531,25618,582756674,37522.16045
8611,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,8962,14996,228439540,25489.79469
8618,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,15199,24531,506436392,33320.37581
8619,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,11573,19382,565510328,48864.62698
8620,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,6097,10800,312685544,51285.14745
8628,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,4832,7650,243838915,50463.35161
8629,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,5863,9859,187197494,31928.61914
8638,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,10549,17200,364939958,34594.74434
8640,STANDARD,FORT DIX,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-FORT DIX,FALSE,848,1941,34946196,41210.13679
8641,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,1088,2070,33873319,31133.56526
8648,STANDARD,LAWRENCE TOWNSHIP,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-LAWRENCE TOWNSHIP,FALSE,14856,25629,911123561,61330.34202
8690,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,10492,18316,552175611,52628.25114
8691,STANDARD,TRENTON,NJ,PRIMARY,40.22,-74.76,NA-US-NJ-TRENTON,FALSE,7101,13091,573048878,80699.74342
8250,PO BOX,TUCKAHOE,NJ,PRIMARY,39.28,-74.78,NA-US-NJ-TUCKAHOE,FALSE,277,462,9158551,33063.36101
8087,STANDARD,TUCKERTON,NJ,PRIMARY,39.59,-74.32,NA-US-NJ-TUCKERTON,FALSE,11930,20609,414622549,34754.61433
8251,STANDARD,VILLAS,NJ,PRIMARY,39.01,-74.93,NA-US-NJ-VILLAS,FALSE,4865,8038,126410285,25983.61459
8088,STANDARD,VINCENTOWN,NJ,PRIMARY,39.8,-74.62,NA-US-NJ-VINCENTOWN,FALSE,12356,22028,626327238,50690.12933
8360,STANDARD,VINELAND,NJ,PRIMARY,39.46,-74.99,NA-US-NJ-VINELAND,FALSE,20454,35585,629356151,30769.34345
8361,STANDARD,VINELAND,NJ,PRIMARY,39.46,-74.99,NA-US-NJ-VINELAND,FALSE,8402,14832,375646538,44709.18091
8362,PO BOX,VINELAND,NJ,PRIMARY,39.46,-74.99,NA-US-NJ-VINELAND,FALSE,664,1050,19256973,29001.46536
8758,STANDARD,WARETOWN,NJ,PRIMARY,39.78,-74.19,NA-US-NJ-WARETOWN,FALSE,3688,6336,128012058,34710.42787
8089,STANDARD,WATERFORD WORKS,NJ,PRIMARY,39.71,-74.81,NA-US-NJ-WATERFORD WORKS,FALSE,2049,3545,84149497,41068.56857
8090,STANDARD,WENONAH,NJ,PRIMARY,39.79,-75.14,NA-US-NJ-WENONAH,FALSE,4115,7368,192997345,46900.93439
8091,STANDARD,WEST BERLIN,NJ,PRIMARY,39.8,-74.93,NA-US-NJ-WEST BERLIN,FALSE,2694,4550,102854475,38179.09243
8092,STANDARD,WEST CREEK,NJ,PRIMARY,39.65,-74.28,NA-US-NJ-WEST CREEK,FALSE,1755,3158,72857244,41514.09915
7764,STANDARD,WEST LONG BRANCH,NJ,PRIMARY,40.29,-74.01,NA-US-NJ-WEST LONG BRANCH,FALSE,3343,5838,175716375,52562.4813
8093,STANDARD,WESTVILLE,NJ,PRIMARY,39.86,-75.13,NA-US-NJ-WESTVILLE,FALSE,4804,7971,174080254,36236.52248
8260,STANDARD,WILDWOOD,NJ,PRIMARY,38.98,-74.82,NA-US-NJ-WILDWOOD,FALSE,7384,11807,192070543,26011.72034
8094,STANDARD,WILLIAMSTOWN,NJ,PRIMARY,39.68,-74.98,NA-US-NJ-WILLIAMSTOWN,FALSE,18552,33155,825933352,44519.90901
8046,STANDARD,WILLINGBORO,NJ,PRIMARY,40.02,-74.88,NA-US-NJ-WILLINGBORO,FALSE,16286,27170,584053428,35862.30063
8270,STANDARD,WOODBINE,NJ,PRIMARY,39.22,-74.8,NA-US-NJ-WOODBINE,FALSE,3431,6102,138499266,40367.02594
8096,STANDARD,WEST DEPTFORD,NJ,PRIMARY,39.83,-75.15,NA-US-NJ-WEST DEPTFORD,FALSE,17291,29504,766997232,44358.17662
8097,STANDARD,WOODBURY HEIGHTS,NJ,PRIMARY,39.81,-75.15,NA-US-NJ-WOODBURY HEIGHTS,FALSE,1653,2916,76033829,45997.47671
8098,STANDARD,WOODSTOWN,NJ,PRIMARY,39.65,-75.32,NA-US-NJ-WOODSTOWN,FALSE,4297,7744,208318084,48479.88923
8562,STANDARD,WRIGHTSTOWN,NJ,PRIMARY,40.02,-74.63,NA-US-NJ-WRIGHTSTOWN,FALSE,2560,4380,107847085,42127.76758
